target,horizon,model,score_first,rmse_rel_first,crps_rel_first,rank_first,failure_count_first,success_share_first,score_revised,rmse_rel_revised,crps_rel_revised,rank_revised,failure_count_revised,success_share_revised,score_revision_shift,rank_shift,first_winner,revised_winner,winner_flipped
UNRATE,1,autoreg,1.8245198020320412,1.813361809841476,1.841256790317889,11.0,0,1.0,1.7910347527825523,1.7933307081830552,1.7875908196817978,11.0,0,1.0,-0.03348504924948892,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,var,2.008764459081662,2.2519613879847076,1.6439690657270936,12.0,0,1.0,1.979363890185317,2.2283116031772936,1.605942320697352,12.0,0,1.0,-0.029400568896344792,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,seasonal_naive,3.55096724162982,2.676059683779591,4.863328578405163,13.0,0,1.0,3.4446535014233817,2.6410185455310913,4.650105935261816,13.0,0,1.0,-0.10631374020643847,0.0,dynamic_factor,dynamic_factor,False
UNRATE,1,mean,4.437914073479435,2.985418381663248,6.616657611203716,14.0,0,1.0,4.262948109022852,2.9290307755866833,6.263824109177105,14.0,0,1.0,-0.1749659644565833,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,dynamic_factor,0.9780694072209906,0.9764963181115028,0.9804290408852221,1.0,0,1.0,0.9777260355241097,0.976440478357509,0.9796543712740108,1.0,0,1.0,-0.00034337169688081204,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,naive_last,1.0,1.0,1.0,2.0,0,1.0,1.0,1.0,1.0,2.0,0,1.0,0.0,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,bvar_niw,1.0049579022720436,0.9935511704481511,1.0220680000078826,3.0,0,1.0,1.0070704539118696,0.9943058342874617,1.0262173833484811,4.0,0,1.0,0.0021125516398259325,1.0,dynamic_factor,dynamic_factor,False
UNRATE,3,naive_drift,1.0054708032826478,1.0042634372878814,1.0072818522747977,4.0,0,1.0,1.0058715537668874,1.0043649044389165,1.008131527758844,3.0,0,1.0,0.00040075048423959814,-1.0,dynamic_factor,dynamic_factor,False
UNRATE,3,elastic_net,1.165480363391658,1.1361569336315636,1.2094655080317995,5.0,0,1.0,1.1605747159203654,1.1334226193374333,1.2013028607947636,5.0,0,1.0,-0.004905647471292518,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,ridge,1.1954387688460977,1.1518395405668278,1.2608376112650026,6.0,0,1.0,1.1904458943747334,1.149511404856837,1.251847628651578,6.0,0,1.0,-0.004992874471364317,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,hist_gradient_boosting,1.2058188803230157,1.1090292108691646,1.3510033845037925,7.0,0,1.0,1.2062769023176942,1.108757790184067,1.3525555705181347,7.0,0,1.0,0.0004580219946785924,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,random_forest,1.404284079092801,1.2743021584808207,1.5992569600107716,8.0,0,1.0,1.402357576572345,1.2743561128172156,1.594359772205039,8.0,0,1.0,-0.0019265025204560082,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,arima,1.6717346892577931,1.8653362653169523,1.3813323251690546,9.0,0,1.0,1.6683329123153723,1.8621622709811803,1.3775888743166602,9.0,0,1.0,-0.003401776942420831,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,seasonal_naive,1.8470030679631209,1.5695934100745295,2.2631175547960076,10.0,0,1.0,1.844960236037291,1.5718404511959023,2.2546399132993744,10.0,0,1.0,-0.00204283192582988,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,state_space,1.9067468550602866,2.1604315729910657,1.526219778164118,11.0,0,1.0,1.8984314880482573,2.1554018099171093,1.5129760052449797,11.0,0,1.0,-0.008315367012029284,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,mean,2.2926202470326653,1.7642395023480129,3.085191364059644,12.0,0,1.0,2.2716985883005916,1.7566167734979174,3.0443213105046025,12.0,0,1.0,-0.020921658732073745,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,autoreg,2.690584701061027,3.051339881523645,2.1494519303670994,13.0,0,1.0,2.6759451477929144,3.0428026632776053,2.125658874565879,13.0,0,1.0,-0.014639553268112504,0.0,dynamic_factor,dynamic_factor,False
UNRATE,3,var,6.772128185416778,8.863857909766054,3.6345335988928658,14.0,0,1.0,6.744672492977719,8.842004597976164,3.5986743354800517,14.0,0,1.0,-0.027455692439059654,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,dynamic_factor,0.9673895363648926,0.962954956023442,0.9740414068770684,1.0,0,1.0,0.967604945939507,0.963341308245152,0.9740004024810394,1.0,0,1.0,0.00021540957461441135,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,elastic_net,0.9968207831079756,0.9820187534383962,1.019023827612345,2.0,0,1.0,0.996665433287825,0.9811300643937328,1.0199684866289631,2.0,0,1.0,-0.00015534982015064092,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,naive_last,1.0,1.0,1.0,3.0,0,1.0,1.0,1.0,1.0,3.0,0,1.0,0.0,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,naive_drift,1.010583283857721,1.0087948621237908,1.0132659164586157,4.0,0,1.0,1.010891938862315,1.0089347768423214,1.0138276818923058,4.0,0,1.0,0.0003086550045940939,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,bvar_niw,1.0202920314409154,1.0047917924244545,1.0435423899656069,5.0,0,1.0,1.0222797256399914,1.0063556510827145,1.0461658374759069,5.0,0,1.0,0.0019876941990759622,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,ridge,1.0746541576531763,1.048675201118941,1.1136225924545293,6.0,0,1.0,1.0731510907158692,1.0480804545394977,1.1107570449804267,6.0,0,1.0,-0.0015030669373070626,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,hist_gradient_boosting,1.11206882477488,1.0429027785801859,1.215817894066921,7.0,0,1.0,1.1134124561857697,1.0445223565605155,1.2167476056236508,7.0,0,1.0,0.0013436314108896674,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,seasonal_naive,1.3256221370373855,1.225416550045361,1.4759305175254225,8.0,0,1.0,1.3275636831007662,1.2286340274492988,1.475958166577967,8.0,0,1.0,0.0019415460633807058,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,random_forest,1.378656000978751,1.274497509938984,1.5348937375384015,9.0,0,1.0,1.377642507781864,1.2753450894367084,1.5310886352995974,9.0,0,1.0,-0.0010134931968870386,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,mean,1.6387472020963796,1.3910452073167474,2.010300194265828,10.0,0,1.0,1.6286180125820338,1.386658491927678,1.991557293563567,10.0,0,1.0,-0.010129189514345827,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,arima,2.0124480683987542,2.3920846443620123,1.4429932044538674,11.0,0,1.0,2.009749786991614,2.3897535182432907,1.4397441901140988,11.0,0,1.0,-0.002698281407140346,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,state_space,2.5464129746370032,3.1018338565108143,1.713281651826287,12.0,0,1.0,2.540552164112717,3.097658951489885,1.7048919830469649,12.0,0,1.0,-0.005860810524286109,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,autoreg,4.467502634832799,5.7640957039348715,2.522613031179692,13.0,0,1.0,4.456080591620049,5.75619079030219,2.505915293596838,13.0,0,1.0,-0.01142204321275031,0.0,dynamic_factor,dynamic_factor,False
UNRATE,6,var,50.88330272914474,71.60758287847437,19.796882505150286,14.0,0,1.0,50.76410790742959,71.51315988316767,19.64052994382247,14.0,0,1.0,-0.11919482171514773,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,dynamic_factor,0.9537121998780169,0.9483013184845528,0.9618285219682131,1.0,0,1.0,0.9535655298982444,0.9483289917243056,0.9614203371591526,1.0,0,1.0,-0.00014666997977252905,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,naive_last,1.0,1.0,1.0,2.0,0,1.0,1.0,1.0,1.0,2.0,0,1.0,0.0,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,seasonal_naive,1.0015637311680061,1.0,1.0039093279200153,3.0,0,1.0,1.0014350147369233,1.0,1.0035875368423084,3.0,0,1.0,-0.00012871643108280928,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,naive_drift,1.0211146947274463,1.018894192825694,1.0244454475800748,4.0,0,1.0,1.0213713123727755,1.019098609131655,1.024780367234456,4.0,0,1.0,0.000256617645329138,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,elastic_net,1.0481954546085244,1.0202410781060425,1.090127019362247,5.0,0,1.0,1.0469404165232805,1.0197771917401788,1.087685253697933,5.0,0,1.0,-0.0012550380852438536,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,bvar_niw,1.0636999563266225,1.0414014095948763,1.097147776424242,6.0,0,1.0,1.0646603388587739,1.0428356148591433,1.09739742485822,6.0,0,1.0,0.0009603825321513604,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,ridge,1.10107513045314,1.069154263895701,1.1489564302892985,7.0,0,1.0,1.098158006455707,1.0672173176689848,1.1445690396357906,7.0,0,1.0,-0.0029171239974330465,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,mean,1.2339010265663313,1.1487308015783604,1.3616563640482873,8.0,0,1.0,1.224530151617678,1.1420535322660033,1.34824508064519,8.0,0,1.0,-0.009370874948653185,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,random_forest,1.3159442567535384,1.218557775158784,1.4620239791456702,9.0,0,1.0,1.311780474650361,1.216566852362497,1.4546009080821565,9.0,0,1.0,-0.004163782103177471,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,hist_gradient_boosting,1.3216412357993879,1.2340298635617744,1.4530582941558081,10.0,0,1.0,1.318368351100692,1.2328410301021626,1.4466593325984862,10.0,0,1.0,-0.0032728846986957993,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,arima,2.3160889553474973,2.891259530849287,1.4533330920948124,11.0,0,1.0,2.308728577647266,2.88167536543181,1.4493083959704491,11.0,0,1.0,-0.007360377700231346,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,state_space,3.5864726779077656,4.652242763516144,1.9878175494951986,12.0,0,1.0,3.572935585384541,4.635623342475916,1.9789039497474792,12.0,0,1.0,-0.013537092523224548,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,autoreg,9.001797293883188,12.497373657983724,3.7584327477323867,13.0,0,1.0,8.96388864351946,12.450347594938746,3.734200216390533,13.0,0,1.0,-0.03790865036372715,0.0,dynamic_factor,dynamic_factor,False
UNRATE,12,var,3680.7466134524643,5396.523581478891,1107.0811614128243,14.0,0,1.0,3664.7188783309066,5375.929293679944,1097.9032553073516,14.0,0,1.0,-16.027735121557726,0.0,dynamic_factor,dynamic_factor,False
