truth_mode,target,horizon,model,baseline,dm_stat,p_value,n,mean_loss_diff,p_holm,significant_5pct_holm
latest,INDPRO,3,random_forest,naive_last,1.2982544277339632,0.19544092654253345,242,3.0746695340553845,1.0,False
latest,INDPRO,3,ridge,naive_last,0.3522214477261623,0.7249800008700651,242,1.0925304956245308,1.0,False
latest,INDPRO,3,seasonal_naive,naive_last,3.694996422724388,0.0002721610569325819,242,33.19169843880141,0.003538093740123565,True
latest,INDPRO,3,state_space,naive_last,1.1564807464498852,0.24862965338962337,242,4.526118400880331,1.0,False
latest,INDPRO,3,var,naive_last,0.9918548249108939,0.32226313770689574,242,365.43368491552764,1.0,False
latest,INDPRO,6,arima,naive_last,-0.5935674924602878,0.5533651150319365,239,-0.9169921755454978,1.0,False
latest,INDPRO,6,autoreg,naive_last,-1.3582155469520827,0.1756813930391576,239,-5.107245862990147,1.0,False
latest,INDPRO,6,bvar_niw,naive_last,-1.8480203460001943,0.06584007961039093,239,-3.5316687308655887,0.699432910936568,False
latest,INDPRO,6,dynamic_factor,naive_last,-1.864078389513872,0.06358481008514255,231,-2.2111275740539766,0.699432910936568,False
latest,INDPRO,6,elastic_net,naive_last,0.5063183973239875,0.6131018423153399,239,2.814730882925049,1.0,False
latest,INDPRO,6,hist_gradient_boosting,naive_last,-0.47638346649107444,0.6342382566410024,239,-2.1137915836306522,1.0,False
latest,INDPRO,6,mean,naive_last,-0.07592845944747062,0.9395398003723945,239,-0.5629747740678123,1.0,False
latest,INDPRO,6,naive_drift,naive_last,3.386830462694257,0.0008271245774610004,239,0.5949241199378372,0.010752619506993005,True
latest,INDPRO,6,random_forest,naive_last,0.13029897667459917,0.8964399515336491,239,0.6002213815005181,1.0,False
latest,INDPRO,6,ridge,naive_last,0.4101117200020353,0.6820929172233328,239,2.3885419150520044,1.0,False
latest,INDPRO,6,seasonal_naive,naive_last,2.63310904996385,0.009014827735261457,239,23.52324967805886,0.10817793282313748,False
latest,INDPRO,6,state_space,naive_last,1.524976446179084,0.12859268388893128,239,18.69899949372114,1.0,False
latest,INDPRO,6,var,naive_last,0.9895586555101961,0.3233948503034879,239,72532.41078350818,1.0,False
latest,INDPRO,12,arima,naive_last,-1.3532133719799024,0.17729331797762424,235,-3.426485493469601,1.0,False
latest,INDPRO,12,autoreg,naive_last,-1.8840663631176757,0.060795807345574604,235,-13.01818694041456,0.5471622661101714,False
latest,INDPRO,12,bvar_niw,naive_last,-1.7409056330069497,0.08301450239150206,235,-10.55254438064334,0.6641160191320165,False
latest,INDPRO,12,dynamic_factor,naive_last,-2.3074928768514735,0.0219321302341433,227,-6.335333856143849,0.2412534325755763,False
latest,INDPRO,12,elastic_net,naive_last,1.226753465036488,0.2211481628897943,235,26.251231371024005,1.0,False
latest,INDPRO,12,hist_gradient_boosting,naive_last,-0.6182879733863119,0.5369868630532313,235,-8.134652770298437,1.0,False
latest,INDPRO,12,mean,naive_last,-1.725149362774519,0.08582085553458033,235,-24.876412799011085,0.6641160191320165,False
latest,INDPRO,12,naive_drift,naive_last,2.9765592078424654,0.0032211190093815478,235,2.3853281989892405,0.038653428112578575,True
latest,INDPRO,12,random_forest,naive_last,-0.8553359503829144,0.3932401152744949,235,-11.732662939650051,1.0,False
latest,INDPRO,12,ridge,naive_last,1.2110681390787648,0.22709097830695538,235,24.880783240495088,1.0,False
latest,INDPRO,12,seasonal_naive,naive_last,,,235,0.0,,False
latest,INDPRO,12,state_space,naive_last,2.0529776706258276,0.041186929231976525,235,105.60375671014545,0.41186929231976527,False
latest,INDPRO,12,var,naive_last,0.9767595831105054,0.32969688748245884,235,2442267386.2458215,1.0,False
latest,UNRATE,1,arima,naive_last,0.9903754687853937,0.3230049465994554,237,0.49067699603135195,1.0,False
latest,UNRATE,1,autoreg,naive_last,1.5880289019311276,0.11361862294846874,237,1.2219983878841927,0.7676159850532599,False
latest,UNRATE,1,bvar_niw,naive_last,0.8935590270463156,0.372468176699332,237,0.02054872233396919,1.0,False
latest,UNRATE,1,dynamic_factor,naive_last,-1.5672253550897544,0.11840185647162502,237,-0.011288953557518725,0.7676159850532599,False
latest,UNRATE,1,elastic_net,naive_last,1.6057801842521113,0.10965942643617999,237,0.4178689903858975,0.7676159850532599,False
latest,UNRATE,1,hist_gradient_boosting,naive_last,2.1071018029123754,0.03616439588048626,237,0.35833150438100986,0.32547956292437635,False
latest,UNRATE,1,mean,naive_last,10.88456034385012,1.265177335479241e-22,237,4.1794448508422,1.6447305361230132e-21,True
latest,UNRATE,1,naive_drift,naive_last,2.4572228052801544,0.014722243740577186,237,0.0016441371799017616,0.16194468114634905,False
latest,UNRATE,1,random_forest,naive_last,2.3053166679811077,0.02201716803823873,237,0.5073667786901632,0.22017168038238727,False
latest,UNRATE,1,ridge,naive_last,1.7661821982108539,0.0786581237781166,237,0.34106749645832307,0.6292649902249328,False
latest,UNRATE,1,seasonal_naive,naive_last,5.073682126536322,7.902605264924933e-07,237,3.294810126582279,9.483126317909919e-06,True
latest,UNRATE,1,state_space,naive_last,1.0923278829126963,0.27580282988530713,237,0.6332021916563558,1.0,False
latest,UNRATE,1,var,naive_last,0.9925437528808424,0.3219489005008226,237,2.186643650656889,1.0,False
latest,UNRATE,3,arima,naive_last,0.9944212693282031,0.32103630469665234,237,3.837349323262935,1.0,False
latest,UNRATE,3,autoreg,naive_last,1.1865255420360108,0.23660789832357404,237,12.84272041333816,1.0,False
latest,UNRATE,3,bvar_niw,naive_last,-0.26192492652327176,0.7936077875538434,237,-0.017659155515826055,1.0,False
latest,UNRATE,3,dynamic_factor,naive_last,-1.1653791304238457,0.24504207020082247,237,-0.07240995499792688,1.0,False
latest,UNRATE,3,elastic_net,naive_last,1.8333138038845764,0.06801545525153158,237,0.442643842532414,0.558669842656614,False
latest,UNRATE,3,hist_gradient_boosting,naive_last,1.8746621125170642,0.062074426961846,237,0.35664418242468515,0.558669842656614,False
latest,UNRATE,3,mean,naive_last,4.7804812748002705,3.0779783113848085e-06,237,3.243399376779373,4.001371804800251e-05,True
latest,UNRATE,3,naive_drift,naive_last,1.7912753355245075,0.07453045239514898,237,0.01360503299806034,0.558669842656614,False
latest,UNRATE,3,random_forest,naive_last,2.231189443587354,0.02660875162298862,237,0.970333838663735,0.29269626785287484,False
latest,UNRATE,3,ridge,naive_last,2.1805963555402252,0.030201517988223105,237,0.499760750971089,0.30201517988223103,False
latest,UNRATE,3,seasonal_naive,naive_last,3.31652043151493,0.0010552565310322968,237,2.287004219409283,0.012663078372387561,True
latest,UNRATE,3,state_space,naive_last,1.0283053998908305,0.30485894956560194,237,5.669382820323123,1.0,False
latest,UNRATE,3,var,naive_last,0.9957642194013122,0.32038458742479187,237,120.02141033431762,1.0,False
latest,UNRATE,6,arima,naive_last,0.9914056417536152,0.3225029256768967,237,11.988998019785967,1.0,False
latest,UNRATE,6,autoreg,naive_last,1.0057986505427348,0.3155425669021587,237,81.77831521401303,1.0,False
latest,UNRATE,6,bvar_niw,naive_last,0.20059684481079368,0.8411865879116296,237,0.03245226043686303,1.0,False
latest,UNRATE,6,dynamic_factor,naive_last,-1.0231516223134278,0.30728378800304434,237,-0.18316806285726278,1.0,False
latest,UNRATE,6,elastic_net,naive_last,-0.22063916488156546,0.8255641617238996,237,-0.0951393966472135,1.0,False
latest,UNRATE,6,hist_gradient_boosting,naive_last,0.35586446282469686,0.7222599646344338,237,0.23165783508821505,1.0,False
latest,UNRATE,6,mean,naive_last,1.9230322717291526,0.05567937745476941,237,2.3485230064420923,0.7238319069120024,False
latest,UNRATE,6,naive_drift,naive_last,1.697912561337437,0.09084236388699593,237,0.04568004604418833,1.0,False
latest,UNRATE,6,random_forest,naive_last,1.3176225333355214,0.18890771447842133,237,1.594415820026239,1.0,False
latest,UNRATE,6,ridge,naive_last,0.4920039218008068,0.6231739055274079,237,0.2506066342872291,1.0,False
latest,UNRATE,6,seasonal_naive,naive_last,1.5202643726926732,0.12978315594591508,237,1.296751054852321,1.0,False
latest,UNRATE,6,state_space,naive_last,1.004887501110699,0.3159802263912243,237,21.874980525035628,1.0,False
latest,UNRATE,6,var,naive_last,0.9895184476468107,0.32342297819428156,237,13012.597416878478,1.0,False
latest,UNRATE,12,arima,naive_last,0.9813699043715254,0.3274239140182799,235,28.51937391809035,1.0,False
latest,UNRATE,12,autoreg,naive_last,0.9801986529418332,0.3280003902500601,235,601.3513013631704,1.0,False
latest,UNRATE,12,bvar_niw,naive_last,0.6258725144715821,0.5320085423829675,235,0.3416760222965043,1.0,False
latest,UNRATE,12,dynamic_factor,naive_last,-1.03474769582319,0.3018549282727967,235,-0.39308394485100984,1.0,False
latest,UNRATE,12,elastic_net,naive_last,0.14920356819373193,0.881521513795104,235,0.15597111050930346,1.0,False
latest,UNRATE,12,hist_gradient_boosting,naive_last,1.1831706813109333,0.23794217280805102,235,2.029987635360743,1.0,False
latest,UNRATE,12,mean,naive_last,0.7054045138221685,0.48126013771065923,235,1.188114877198281,1.0,False
latest,UNRATE,12,naive_drift,naive_last,2.0748616648994744,0.03909264611525488,235,0.1505689240149924,0.46911175338305855,False
latest,UNRATE,12,random_forest,naive_last,1.3696042191740565,0.1721233725542564,235,1.8743422523091562,1.0,False
latest,UNRATE,12,ridge,naive_last,0.4295007780863073,0.6679540338790471,235,0.5425545238229585,1.0,False
latest,UNRATE,12,seasonal_naive,naive_last,,,235,0.0,,False
latest,UNRATE,12,state_space,naive_last,0.9872384993459065,0.3245454342867775,235,80.00127694600673,1.0,False
latest,UNRATE,12,var,naive_last,0.9767595923839132,0.3296968829001777,235,112845217.45212547,1.0,False
